region,sample_size,pop_total,pop_total_se,pop_share_pct,pop_share_pct_low,pop_share_pct_upp
NER,8480,7888563.5262499945,258220.05648849855,3.9340463821201044,3.683530124426289,4.18456263981392
Rest of India,58922,192631785.24499923,1634745.701813321,96.0659536178819,95.8154373601881,96.31646987557572
