region,lfpr,lfpr_se,wpr,wpr_se,ur,ur_se
NER,69.88583736322792,1.2289130140005367,55.921423213752554,1.3446175482655958,19.98175120503459,1.2428346189435562
Rest of India,61.78021907762394,0.31621397592673833,53.74534674382726,0.3337725911145946,13.005574363052357,0.30891227823734624
