terrain,sample_size,pop_total,pop_total_se,pop_share_pct,pop_share_pct_low,pop_share_pct_upp
Hills,4239,1603731.0687500043,53395.67783465866,20.329823844524096,18.649887737215252,22.009759951832937
Plains,4241,6284832.457500019,253757.45365424175,79.6701761554755,77.99024004816665,81.35011226278436
